,Tram_2,Tram_10,Tram_13,Tram_24,Tram_38
2463,10.0,16.0,18.0,21.0,21.0
2464,11.0,14.0,15.0,15.0,16.0
2465,12.0,17.0,15.0,14.0,14.0
2466,10.0,13.0,15.0,17.0,9.0
2467,11.0,13.0,17.0,14.0,14.0
2468,11.0,12.0,21.0,14.0,15.0
2469,12.0,13.0,18.0,16.0,13.0
2470,10.0,13.0,25.0,16.0,16.0
2471,9.0,12.0,16.0,16.0,14.0
2472,8.0,12.0,17.0,11.0,16.0
2473,9.0,12.0,15.0,19.0,19.0
2474,10.0,13.0,10.0,12.0,5.0
2475,10.0,14.0,13.0,14.0,10.0
2476,10.0,14.0,16.0,13.0,13.0
2477,10.0,13.0,13.0,16.0,11.0
2478,12.0,15.0,17.0,9.0,11.0
2479,13.0,16.0,11.0,12.0,17.0
2480,12.0,18.0,19.0,23.0,14.0
2481,12.0,17.0,21.0,16.0,16.0
2482,18.0,20.0,26.0,28.0,21.0
2483,18.0,26.0,31.0,34.0,29.0
2484,23.0,28.0,32.0,33.0,29.0
2485,16.0,30.0,25.0,25.0,35.0
2486,18.0,31.0,27.0,30.0,34.0
2487,17.0,31.0,34.0,17.0,27.0
2488,19.0,29.0,32.0,15.0,34.0
2489,22.0,26.0,26.0,14.0,44.0
2490,16.0,24.0,28.0,22.0,32.0
2491,19.0,22.0,23.0,22.0,28.0
2492,19.0,19.0,37.0,22.0,28.0
2493,20.0,16.0,34.0,19.0,28.0
2494,20.0,17.0,33.0,19.0,26.0
2495,19.0,18.0,34.0,22.0,25.0
2496,15.0,16.0,30.0,24.0,28.0
2497,15.0,15.0,28.0,22.0,20.0
2498,12.0,16.0,32.0,22.0,24.0
2499,14.0,18.0,26.0,21.0,13.0
2500,12.0,31.0,20.0,19.0,15.0
2501,13.0,35.0,28.0,22.0,21.0
2502,13.0,32.0,30.0,31.0,10.0
2503,16.0,32.0,38.0,35.0,21.0
2504,25.0,34.0,35.0,37.0,21.0
2505,26.0,35.0,38.0,44.0,39.0
2506,25.0,37.0,42.0,36.0,39.0
2507,30.0,34.0,30.0,33.0,37.0
2508,32.0,32.0,36.0,32.0,34.0
2509,38.0,28.0,32.0,31.0,32.0
2510,41.0,32.0,30.0,30.0,27.0
2511,26.0,29.0,29.0,35.0,23.0
2512,23.0,20.0,26.0,30.0,23.0
2513,14.0,11.0,21.0,31.0,15.0
2514,12.0,10.0,10.0,11.0,21.0
2515,9.0,8.0,11.0,6.0,9.0
2516,4.0,6.0,5.0,3.0,1.0
2517,4.0,6.0,7.0,3.0,4.0
2518,3.0,6.0,14.0,3.0,7.0
2519,3.0,6.0,6.0,9.0,3.0
2520,3.0,8.0,8.0,2.0,7.0
2521,6.0,8.0,8.0,7.0,7.0
2522,6.0,10.0,7.0,8.0,3.0
2523,10.0,11.0,11.0,13.0,2.0
2524,7.0,11.0,15.0,12.0,8.0
2525,5.0,9.0,9.0,7.0,8.0
2526,6.0,8.0,10.0,6.0,8.0
2527,6.0,7.0,16.0,7.0,7.0
2528,6.0,10.0,8.0,8.0,14.0
2529,13.0,10.0,15.0,16.0,14.0
2530,11.0,8.0,14.0,17.0,13.0
2531,9.0,5.0,7.0,7.0,18.0
2532,5.0,4.0,7.0,11.0,7.0
2533,3.0,4.0,11.0,6.0,8.0
2534,2.0,4.0,7.0,5.0,5.0
2535,3.0,10.0,6.0,3.0,10.0
2536,5.0,8.0,16.0,11.0,13.0
2537,3.0,7.0,9.0,8.0,11.0
2538,4.0,7.0,6.0,5.0,12.0
2539,6.0,4.0,7.0,5.0,13.0
2540,7.0,6.0,8.0,9.0,16.0
2541,6.0,9.0,12.0,7.0,6.0
2542,7.0,7.0,10.0,3.0,13.0
2543,6.0,7.0,3.0,4.0,7.0
2544,6.0,9.0,6.0,7.0,11.0
2545,5.0,7.0,8.0,5.0,6.0
2546,7.0,10.0,12.0,13.0,5.0
2547,7.0,8.0,13.0,12.0,12.0
2548,8.0,8.0,10.0,5.0,9.0
2549,7.0,8.0,10.0,10.0,9.0
2550,6.0,9.0,10.0,10.0,12.0
2551,7.0,7.0,9.0,10.0,10.0
2552,9.0,12.0,15.0,15.0,13.0
2553,7.0,11.0,16.0,15.0,14.0
2554,7.0,14.0,12.0,8.0,14.0
2555,9.0,18.0,10.0,12.0,15.0
2556,8.0,17.0,17.0,16.0,12.0
2557,7.0,17.0,21.0,14.0,10.0
2558,7.0,23.0,16.0,14.0,9.0
2559,7.0,20.0,17.0,13.0,7.0
2560,6.0,21.0,20.0,11.0,14.0
2561,7.0,15.0,17.0,15.0,12.0
2562,6.0,12.0,16.0,8.0,5.0
2563,5.0,9.0,15.0,7.0,8.0
2564,5.0,9.0,10.0,7.0,10.0
2565,6.0,7.0,11.0,9.0,2.0
2566,5.0,9.0,10.0,8.0,6.0
2567,4.0,7.0,17.0,8.0,14.0
2568,5.0,8.0,11.0,12.0,11.0
2569,5.0,11.0,9.0,8.0,6.0
2570,5.0,13.0,17.0,12.0,11.0
2571,5.0,14.0,10.0,11.0,13.0
2572,5.0,12.0,13.0,11.0,6.0
2573,5.0,13.0,8.0,11.0,8.0
2574,6.0,14.0,16.0,8.0,14.0
2575,11.0,19.0,16.0,14.0,10.0
2576,11.0,19.0,14.0,12.0,17.0
2577,10.0,20.0,13.0,13.0,18.0
2578,10.0,16.0,16.0,13.0,15.0
2579,14.0,16.0,14.0,10.0,10.0
2580,14.0,19.0,11.0,16.0,21.0
2581,12.0,21.0,15.0,14.0,20.0
2582,14.0,26.0,17.0,16.0,16.0
2583,10.0,21.0,18.0,11.0,20.0
2584,13.0,23.0,15.0,18.0,21.0
2585,11.0,19.0,15.0,14.0,20.0
2586,11.0,20.0,25.0,20.0,19.0
2587,14.0,17.0,21.0,17.0,19.0
2588,14.0,16.0,26.0,18.0,22.0
2589,15.0,17.0,21.0,22.0,24.0
2590,13.0,17.0,19.0,18.0,20.0
2591,11.0,17.0,15.0,16.0,21.0
2592,11.0,16.0,22.0,11.0,16.0
2593,11.0,16.0,22.0,12.0,19.0
2594,12.0,19.0,14.0,18.0,20.0
2595,14.0,23.0,21.0,20.0,15.0
2596,15.0,25.0,26.0,22.0,19.0
2597,16.0,26.0,29.0,21.0,14.0
2598,15.0,28.0,27.0,25.0,24.0
2599,20.0,22.0,26.0,22.0,35.0
2600,18.0,21.0,22.0,26.0,30.0
2601,14.0,27.0,25.0,13.0,26.0
2602,16.0,25.0,18.0,14.0,13.0
2603,14.0,15.0,13.0,5.0,12.0
2604,12.0,13.0,9.0,11.0,14.0
2605,12.0,12.0,8.0,8.0,16.0
2606,10.0,10.0,14.0,16.0,21.0
2607,10.0,13.0,12.0,27.0,22.0
2608,10.0,13.0,24.0,18.0,15.0
2609,10.0,14.0,18.0,22.0,16.0
2610,9.0,13.0,22.0,14.0,16.0
2611,11.0,14.0,23.0,18.0,21.0
2612,12.0,11.0,16.0,19.0,11.0
2613,9.0,10.0,13.0,15.0,13.0
2614,10.0,11.0,15.0,11.0,11.0
2615,10.0,10.0,12.0,19.0,19.0
2616,11.0,10.0,11.0,8.0,7.0
2617,10.0,9.0,15.0,10.0,16.0
2618,8.0,8.0,8.0,4.0,14.0
2619,9.0,11.0,15.0,5.0,15.0
2620,9.0,8.0,14.0,7.0,12.0
2621,8.0,11.0,10.0,10.0,13.0
2622,7.0,9.0,15.0,11.0,8.0
2623,6.0,12.0,9.0,13.0,16.0
2624,9.0,14.0,16.0,8.0,15.0
2625,11.0,16.0,13.0,10.0,11.0
2626,15.0,13.0,13.0,11.0,15.0
2627,15.0,12.0,13.0,12.0,22.0
2628,10.0,9.0,11.0,12.0,19.0
2629,8.0,8.0,9.0,11.0,21.0
2630,10.0,9.0,9.0,14.0,21.0
2631,7.0,12.0,20.0,19.0,6.0
2632,9.0,16.0,18.0,8.0,13.0
2633,8.0,12.0,11.0,15.0,11.0
2634,8.0,9.0,14.0,7.0,12.0
2635,9.0,9.0,9.0,13.0,12.0
2636,9.0,10.0,17.0,11.0,11.0
2637,9.0,10.0,9.0,7.0,10.0
2638,6.0,8.0,19.0,5.0,7.0
2639,7.0,9.0,9.0,8.0,14.0
2640,9.0,12.0,10.0,10.0,8.0
2641,7.0,9.0,12.0,3.0,9.0
2642,8.0,8.0,8.0,9.0,11.0
2643,9.0,8.0,16.0,16.0,7.0
2644,8.0,8.0,6.0,20.0,10.0
2645,6.0,7.0,7.0,2.0,10.0
2646,6.0,6.0,8.0,6.0,16.0
2647,6.0,6.0,9.0,6.0,12.0
2648,7.0,10.0,6.0,12.0,14.0
2649,8.0,11.0,8.0,8.0,10.0
2650,6.0,13.0,11.0,13.0,15.0
2651,7.0,14.0,9.0,9.0,13.0
2652,6.0,13.0,19.0,13.0,8.0
2653,7.0,12.0,21.0,12.0,10.0
2654,6.0,13.0,13.0,12.0,11.0
2655,6.0,13.0,10.0,10.0,8.0
2656,5.0,14.0,4.0,9.0,12.0
2657,3.0,9.0,8.0,14.0,9.0
2658,4.0,8.0,9.0,7.0,3.0
2659,6.0,5.0,6.0,9.0,4.0
2660,6.0,4.0,7.0,6.0,11.0
2661,5.0,4.0,4.0,5.0,6.0
2662,3.0,2.0,10.0,6.0,5.0
2663,3.0,4.0,6.0,8.0,3.0
2664,2.0,2.0,6.0,6.0,5.0
2665,2.0,2.0,4.0,7.0,11.0
2666,3.0,3.0,6.0,5.0,2.0
2667,2.0,2.0,5.0,6.0,4.0
2668,2.0,4.0,1.0,6.0,2.0
2669,2.0,3.0,3.0,1.0,5.0
2670,2.0,3.0,7.0,4.0,1.0
2671,3.0,3.0,6.0,9.0,5.0
2672,2.0,4.0,4.0,3.0,8.0
2673,3.0,4.0,6.0,6.0,10.0
2674,2.0,4.0,6.0,7.0,5.0
2675,7.0,6.0,6.0,3.0,4.0
2676,4.0,6.0,2.0,5.0,5.0
2677,2.0,5.0,15.0,4.0,5.0
2678,3.0,6.0,7.0,6.0,6.0
2679,2.0,6.0,4.0,8.0,4.0
2680,2.0,3.0,3.0,5.0,1.0
2681,3.0,4.0,6.0,10.0,9.0
2682,3.0,5.0,10.0,5.0,6.0
2683,2.0,5.0,8.0,8.0,7.0
2684,3.0,8.0,8.0,7.0,6.0
2685,2.0,5.0,6.0,4.0,9.0
2686,2.0,4.0,5.0,7.0,5.0
2687,2.0,6.0,9.0,5.0,6.0
2688,3.0,4.0,8.0,8.0,10.0
2689,3.0,4.0,6.0,4.0,1.0
2690,3.0,5.0,4.0,8.0,7.0
2691,3.0,5.0,7.0,6.0,14.0
2692,2.0,5.0,3.0,3.0,7.0
2693,2.0,4.0,7.0,9.0,7.0
2694,3.0,4.0,5.0,13.0,6.0
2695,3.0,4.0,11.0,6.0,7.0
2696,4.0,5.0,6.0,8.0,11.0
2697,2.0,5.0,7.0,8.0,7.0
2698,2.0,3.0,7.0,3.0,6.0
2699,3.0,4.0,7.0,3.0,4.0
2700,4.0,6.0,8.0,12.0,9.0
2701,3.0,7.0,6.0,2.0,6.0
2702,5.0,7.0,6.0,7.0,15.0
2703,3.0,3.0,6.0,6.0,13.0
2704,2.0,7.0,6.0,7.0,2.0
2705,2.0,6.0,8.0,5.0,8.0
2706,3.0,6.0,4.0,3.0,11.0
2707,3.0,4.0,10.0,4.0,11.0
2708,3.0,5.0,5.0,4.0,8.0
2709,3.0,6.0,8.0,12.0,7.0
2710,5.0,5.0,2.0,6.0,8.0
2711,4.0,6.0,7.0,4.0,10.0
2712,2.0,7.0,4.0,3.0,4.0
2713,3.0,8.0,4.0,10.0,3.0
2714,4.0,6.0,3.0,8.0,12.0
2715,3.0,6.0,11.0,8.0,10.0
2716,4.0,6.0,6.0,9.0,8.0
2717,3.0,6.0,5.0,8.0,6.0
2718,3.0,8.0,7.0,14.0,11.0
2719,5.0,8.0,10.0,2.0,11.0
2720,7.0,7.0,5.0,8.0,12.0
2721,1.0,9.0,9.0,8.0,2.0
2722,2.0,12.0,8.0,10.0,5.0
2723,3.0,13.0,10.0,4.0,9.0
2724,12.0,12.0,3.0,8.0,7.0
2725,7.0,9.0,6.0,3.0,11.0
2726,11.0,9.0,1.0,1.0,7.0
2727,7.0,6.0,6.0,6.0,6.0
2728,7.0,4.0,2.0,5.0,9.0
2729,3.0,7.0,6.0,6.0,9.0
2730,6.0,6.0,9.0,9.0,3.0
2731,5.0,6.0,5.0,7.0,8.0
2732,6.0,6.0,9.0,6.0,8.0
2733,6.0,6.0,7.0,10.0,11.0
2734,5.0,7.0,6.0,6.0,8.0
2735,4.0,4.0,9.0,6.0,8.0
2736,3.0,5.0,5.0,6.0,10.0
2737,2.0,7.0,7.0,5.0,8.0
2738,3.0,8.0,6.0,7.0,3.0
2739,4.0,6.0,8.0,7.0,7.0
2740,3.0,7.0,9.0,7.0,6.0
2741,4.0,7.0,5.0,5.0,14.0
2742,6.0,8.0,10.0,5.0,4.0
2743,1.0,8.0,12.0,11.0,6.0
2744,3.0,9.0,5.0,8.0,6.0
2745,2.0,9.0,4.0,7.0,7.0
2746,5.0,9.0,7.0,6.0,8.0
2747,2.0,10.0,12.0,4.0,3.0
2748,4.0,10.0,9.0,9.0,11.0
2749,6.0,7.0,6.0,6.0,5.0
2750,13.0,5.0,3.0,1.0,10.0
2751,4.0,5.0,7.0,1.0,8.0
2752,5.0,5.0,5.0,2.0,14.0
2753,5.0,5.0,5.0,5.0,14.0
2754,5.0,5.0,7.0,8.0,12.0
2755,7.0,5.0,6.0,7.0,10.0
2756,6.0,4.0,4.0,7.0,7.0
2757,4.0,3.0,7.0,7.0,5.0
2758,3.0,6.0,6.0,6.0,4.0
2759,3.0,4.0,7.0,6.0,6.0
2760,2.0,7.0,4.0,3.0,6.0
2761,4.0,6.0,5.0,6.0,10.0
2762,3.0,6.0,12.0,5.0,6.0
2763,3.0,7.0,3.0,3.0,9.0
2764,4.0,6.0,3.0,4.0,10.0
2765,3.0,7.0,8.0,10.0,6.0
2766,4.0,7.0,10.0,8.0,10.0
2767,7.0,7.0,2.0,11.0,7.0
2768,9.0,10.0,3.0,12.0,6.0
2769,11.0,8.0,6.0,1.0,6.0
2770,15.0,6.0,10.0,14.0,15.0
2771,12.0,12.0,7.0,7.0,11.0
2772,9.0,14.0,8.0,11.0,8.0
2773,4.0,10.0,14.0,7.0,16.0
2774,5.0,9.0,5.0,8.0,14.0
2775,6.0,9.0,10.0,14.0,16.0
2776,5.0,6.0,13.0,13.0,13.0
2777,5.0,7.0,8.0,13.0,10.0
2778,4.0,7.0,11.0,9.0,9.0
2779,4.0,6.0,8.0,9.0,6.0
2780,4.0,4.0,9.0,11.0,9.0
2781,5.0,6.0,11.0,6.0,5.0
2782,5.0,4.0,12.0,7.0,5.0
2783,4.0,4.0,13.0,11.0,8.0
2784,4.0,5.0,10.0,8.0,10.0
2785,6.0,5.0,9.0,9.0,11.0
2786,7.0,5.0,6.0,7.0,11.0
2787,6.0,6.0,5.0,5.0,1.0
2788,10.0,3.0,3.0,16.0,7.0
2789,10.0,7.0,9.0,9.0,6.0
2790,11.0,7.0,6.0,13.0,6.0
2791,10.0,5.0,19.0,22.0,9.0
2792,12.0,6.0,22.0,17.0,4.0
2793,7.0,8.0,15.0,17.0,6.0
2794,8.0,10.0,23.0,21.0,19.0
2795,12.0,14.0,16.0,16.0,7.0
2796,12.0,22.0,18.0,21.0,12.0
2797,6.0,26.0,18.0,19.0,8.0
2798,5.0,21.0,12.0,19.0,5.0
2799,4.0,17.0,15.0,30.0,6.0
2800,7.0,11.0,5.0,7.0,14.0
2801,6.0,8.0,6.0,4.0,6.0
2802,4.0,7.0,13.0,7.0,13.0
2803,4.0,10.0,14.0,4.0,10.0
2804,3.0,8.0,6.0,10.0,8.0
2805,4.0,6.0,7.0,11.0,11.0
2806,2.0,7.0,9.0,7.0,4.0
2807,2.0,6.0,10.0,1.0,6.0
2808,1.0,6.0,7.0,6.0,3.0
2809,2.0,4.0,4.0,8.0,7.0
2810,3.0,5.0,2.0,3.0,5.0
2811,3.0,5.0,10.0,3.0,4.0
2812,2.0,6.0,2.0,8.0,3.0
2813,1.0,6.0,7.0,2.0,7.0
2814,4.0,6.0,9.0,5.0,2.0
2815,3.0,7.0,7.0,17.0,4.0
2816,3.0,8.0,7.0,6.0,5.0
2817,4.0,11.0,8.0,14.0,7.0
2818,2.0,8.0,5.0,15.0,7.0
2819,4.0,11.0,10.0,16.0,9.0
2820,7.0,13.0,8.0,9.0,7.0
2821,5.0,15.0,16.0,12.0,10.0
2822,5.0,13.0,16.0,9.0,12.0
2823,6.0,9.0,7.0,17.0,8.0
2824,6.0,10.0,6.0,12.0,13.0
2825,7.0,12.0,7.0,10.0,10.0
2826,7.0,9.0,5.0,13.0,13.0
2827,10.0,5.0,5.0,4.0,9.0
2828,18.0,4.0,7.0,7.0,7.0
2829,5.0,7.0,6.0,5.0,5.0
2830,4.0,10.0,5.0,7.0,3.0
2831,4.0,7.0,8.0,9.0,3.0
2832,3.0,8.0,13.0,6.0,4.0
2833,6.0,6.0,4.0,12.0,4.0
2834,4.0,4.0,2.0,6.0,9.0
2835,3.0,6.0,6.0,10.0,6.0
2836,4.0,5.0,7.0,10.0,11.0
2837,4.0,7.0,9.0,3.0,5.0
2838,4.0,6.0,15.0,13.0,6.0
2839,1.0,7.0,12.0,8.0,7.0
2840,4.0,14.0,5.0,8.0,14.0
2841,3.0,9.0,7.0,10.0,11.0
2842,2.0,13.0,9.0,12.0,9.0
2843,3.0,12.0,14.0,12.0,6.0
2844,2.0,11.0,9.0,12.0,3.0
2845,4.0,9.0,11.0,10.0,7.0
2846,6.0,10.0,6.0,9.0,7.0
2847,5.0,7.0,3.0,6.0,8.0
2848,4.0,10.0,9.0,5.0,9.0
2849,4.0,9.0,6.0,4.0,4.0
2850,2.0,5.0,11.0,11.0,7.0
2851,2.0,8.0,6.0,7.0,4.0
2852,2.0,7.0,9.0,4.0,17.0
2853,1.0,8.0,9.0,6.0,12.0
2854,1.0,6.0,9.0,2.0,11.0
2855,3.0,5.0,6.0,13.0,8.0
2856,1.0,7.0,3.0,3.0,5.0
2857,2.0,4.0,3.0,2.0,2.0
2858,2.0,6.0,11.0,5.0,8.0
2859,2.0,5.0,3.0,6.0,3.0
2860,1.0,5.0,10.0,3.0,9.0
2861,3.0,5.0,11.0,11.0,2.0
2862,3.0,8.0,8.0,8.0,3.0
2863,1.0,9.0,12.0,10.0,8.0
2864,4.0,13.0,2.0,9.0,3.0
2865,4.0,19.0,4.0,9.0,7.0
2866,3.0,11.0,6.0,17.0,2.0
2867,1.0,6.0,8.0,21.0,3.0
2868,3.0,8.0,8.0,15.0,12.0
2869,3.0,13.0,4.0,6.0,12.0
2870,2.0,18.0,6.0,8.0,6.0
2871,4.0,11.0,15.0,11.0,2.0
2872,1.0,9.0,16.0,9.0,7.0
2873,1.0,8.0,11.0,4.0,6.0
2874,4.0,9.0,11.0,9.0,2.0
2875,4.0,7.0,2.0,9.0,4.0
2876,2.0,8.0,6.0,2.0,8.0
2877,2.0,4.0,7.0,9.0,11.0
2878,3.0,6.0,4.0,6.0,7.0
2879,3.0,6.0,5.0,7.0,9.0
2880,3.0,6.0,3.0,3.0,7.0
2881,6.0,5.0,4.0,6.0,6.0
2882,4.0,5.0,10.0,8.0,6.0
2883,4.0,3.0,6.0,5.0,6.0
2884,4.0,5.0,3.0,11.0,7.0
2885,2.0,5.0,8.0,9.0,19.0
2886,2.0,6.0,3.0,9.0,17.0
2887,2.0,8.0,10.0,3.0,23.0
2888,6.0,15.0,10.0,9.0,6.0
2889,1.0,13.0,11.0,5.0,9.0
2890,4.0,13.0,15.0,5.0,8.0
2891,2.0,12.0,12.0,5.0,7.0
2892,1.0,8.0,1.0,3.0,3.0
2893,3.0,7.0,10.0,5.0,8.0
2894,3.0,7.0,19.0,6.0,8.0
2895,4.0,9.0,6.0,6.0,6.0
2896,3.0,4.0,5.0,6.0,9.0
2897,3.0,5.0,5.0,9.0,10.0
2898,3.0,4.0,6.0,10.0,6.0
2899,3.0,6.0,7.0,7.0,10.0
2900,3.0,5.0,2.0,2.0,10.0
2901,4.0,6.0,5.0,7.0,9.0
2902,3.0,5.0,3.0,6.0,6.0
2903,3.0,6.0,4.0,6.0,10.0
2904,4.0,5.0,9.0,7.0,9.0
2905,4.0,6.0,3.0,9.0,9.0
2906,2.0,4.0,7.0,8.0,7.0
2907,3.0,6.0,7.0,7.0,12.0
2908,3.0,5.0,6.0,7.0,5.0
2909,1.0,4.0,6.0,7.0,9.0
2910,2.0,6.0,6.0,6.0,8.0
2911,3.0,8.0,8.0,4.0,1.0
2912,6.0,10.0,7.0,2.0,4.0
2913,7.0,13.0,14.0,1.0,8.0
2914,7.0,10.0,10.0,6.0,8.0
2915,3.0,7.0,5.0,2.0,7.0
2916,7.0,7.0,5.0,3.0,3.0
2917,4.0,8.0,3.0,3.0,10.0
2918,8.0,4.0,3.0,3.0,6.0
2919,10.0,3.0,1.0,3.0,7.0
2920,3.0,5.0,3.0,5.0,9.0
2921,4.0,5.0,5.0,7.0,11.0
2922,3.0,3.0,9.0,5.0,10.0
2923,6.0,3.0,5.0,9.0,11.0
2924,5.0,4.0,3.0,5.0,4.0
2925,5.0,5.0,6.0,3.0,5.0
2926,3.0,5.0,6.0,8.0,3.0
2927,2.0,4.0,8.0,7.0,8.0
2928,3.0,3.0,1.0,6.0,2.0
2929,3.0,3.0,5.0,5.0,5.0
2930,2.0,4.0,5.0,3.0,9.0
2931,2.0,4.0,3.0,10.0,3.0
2932,3.0,4.0,3.0,4.0,7.0
2933,1.0,6.0,5.0,12.0,6.0
2934,1.0,4.0,7.0,5.0,11.0
2935,3.0,9.0,6.0,8.0,6.0
2936,3.0,4.0,6.0,4.0,8.0
2937,3.0,9.0,6.0,4.0,7.0
2938,4.0,9.0,7.0,3.0,4.0
2939,5.0,11.0,5.0,12.0,7.0
2940,4.0,14.0,9.0,7.0,4.0
2941,8.0,5.0,6.0,2.0,9.0
2942,10.0,3.0,5.0,8.0,4.0
2943,6.0,4.0,2.0,5.0,1.0
2944,3.0,3.0,8.0,6.0,15.0
2945,6.0,3.0,2.0,6.0,10.0
2946,4.0,5.0,7.0,6.0,2.0
2947,3.0,5.0,3.0,9.0,7.0
2948,3.0,4.0,4.0,5.0,10.0
2949,2.0,4.0,4.0,9.0,10.0
2950,3.0,5.0,7.0,7.0,4.0
2951,7.0,4.0,3.0,4.0,4.0
2952,5.0,5.0,2.0,9.0,5.0
2953,4.0,5.0,5.0,4.0,11.0
2954,4.0,5.0,5.0,8.0,11.0
2955,4.0,5.0,11.0,10.0,6.0
2956,3.0,4.0,6.0,3.0,3.0
2957,3.0,7.0,5.0,4.0,10.0
2958,5.0,5.0,5.0,4.0,6.0
2959,4.0,5.0,4.0,6.0,4.0
2960,4.0,13.0,4.0,5.0,10.0
2961,8.0,10.0,5.0,7.0,5.0
2962,4.0,9.0,10.0,6.0,5.0
2963,5.0,12.0,12.0,5.0,5.0
2964,2.0,8.0,12.0,3.0,8.0
2965,2.0,11.0,2.0,2.0,6.0
2966,1.0,10.0,14.0,5.0,9.0
2967,2.0,9.0,14.0,4.0,2.0
2968,2.0,6.0,10.0,9.0,5.0
2969,2.0,5.0,8.0,6.0,5.0
2970,3.0,6.0,9.0,2.0,2.0
2971,3.0,5.0,4.0,10.0,5.0
2972,2.0,5.0,8.0,5.0,5.0
2973,2.0,4.0,7.0,2.0,9.0
2974,2.0,5.0,6.0,2.0,4.0
2975,3.0,4.0,6.0,6.0,1.0
2976,2.0,6.0,5.0,3.0,5.0
2977,5.0,5.0,7.0,3.0,6.0
2978,3.0,5.0,5.0,7.0,5.0
2979,2.0,6.0,5.0,6.0,4.0
2980,3.0,6.0,5.0,6.0,2.0
2981,2.0,5.0,5.0,6.0,7.0
2982,1.0,6.0,2.0,1.0,7.0
2983,1.0,8.0,3.0,9.0,13.0
2984,2.0,8.0,7.0,10.0,5.0
2985,4.0,8.0,7.0,6.0,14.0
2986,3.0,12.0,11.0,16.0,14.0
2987,1.0,13.0,9.0,11.0,8.0
2988,2.0,15.0,12.0,7.0,9.0
2989,2.0,16.0,16.0,8.0,1.0
2990,4.0,8.0,17.0,1.0,2.0
2991,3.0,8.0,13.0,10.0,3.0
2992,2.0,10.0,7.0,3.0,8.0
2993,2.0,10.0,5.0,10.0,7.0
2994,5.0,7.0,7.0,10.0,9.0
2995,2.0,8.0,9.0,7.0,5.0
2996,2.0,6.0,5.0,6.0,7.0
2997,4.0,3.0,5.0,7.0,8.0
2998,4.0,5.0,9.0,3.0,5.0
2999,2.0,7.0,4.0,11.0,4.0
3000,2.0,5.0,5.0,11.0,3.0
3001,3.0,6.0,7.0,7.0,3.0
3002,4.0,4.0,6.0,3.0,1.0
3003,3.0,5.0,3.0,1.0,5.0
3004,3.0,5.0,4.0,7.0,1.0
3005,1.0,5.0,6.0,9.0,4.0
3006,1.0,8.0,6.0,5.0,4.0
3007,6.0,9.0,7.0,7.0,9.0
3008,9.0,8.0,10.0,9.0,15.0
3009,9.0,14.0,13.0,15.0,20.0
3010,12.0,17.0,8.0,14.0,15.0
3011,5.0,18.0,15.0,23.0,15.0
3012,5.0,12.0,15.0,32.0,14.0
3013,1.0,16.0,14.0,14.0,20.0
3014,5.0,21.0,16.0,10.0,13.0
3015,6.0,18.0,13.0,15.0,5.0
3016,3.0,14.0,11.0,11.0,2.0
3017,3.0,7.0,11.0,12.0,9.0
3018,5.0,12.0,2.0,8.0,4.0
3019,5.0,5.0,10.0,6.0,6.0
3020,7.0,7.0,4.0,9.0,5.0
3021,4.0,6.0,7.0,10.0,9.0
3022,4.0,7.0,12.0,5.0,7.0
3023,3.0,6.0,9.0,8.0,2.0
3024,4.0,6.0,12.0,11.0,7.0
3025,4.0,8.0,9.0,15.0,2.0
3026,6.0,8.0,9.0,2.0,4.0
3027,3.0,5.0,7.0,9.0,5.0
3028,2.0,6.0,8.0,4.0,3.0
3029,4.0,7.0,9.0,12.0,1.0
3030,2.0,10.0,11.0,6.0,3.0
3031,5.0,14.0,16.0,9.0,1.0
3032,5.0,20.0,22.0,12.0,5.0
3033,6.0,24.0,17.0,12.0,5.0
3034,7.0,27.0,23.0,18.0,9.0
3035,5.0,21.0,19.0,15.0,8.0
3036,1.0,19.0,18.0,11.0,9.0
3037,4.0,19.0,20.0,1.0,6.0
3038,5.0,16.0,12.0,6.0,11.0
3039,5.0,13.0,10.0,6.0,3.0
3040,4.0,9.0,7.0,7.0,3.0
3041,6.0,4.0,7.0,12.0,5.0
3042,6.0,5.0,6.0,4.0,9.0
3043,3.0,5.0,7.0,8.0,9.0
3044,3.0,5.0,8.0,6.0,3.0
3045,4.0,5.0,3.0,12.0,9.0
3046,3.0,4.0,1.0,5.0,11.0
3047,1.0,2.0,1.0,5.0,7.0
3048,2.0,5.0,3.0,11.0,2.0
3049,3.0,3.0,7.0,6.0,14.0
3050,2.0,7.0,3.0,8.0,5.0
3051,2.0,9.0,9.0,8.0,1.0
3052,2.0,9.0,1.0,11.0,1.0
3053,2.0,7.0,4.0,6.0,5.0
3054,2.0,8.0,11.0,6.0,1.0
3055,4.0,8.0,9.0,8.0,1.0
3056,8.0,12.0,11.0,13.0,9.0
3057,5.0,14.0,19.0,18.0,2.0
3058,8.0,23.0,17.0,15.0,12.0
3059,6.0,25.0,20.0,13.0,7.0
3060,4.0,17.0,14.0,16.0,16.0
3061,3.0,16.0,17.0,18.0,15.0
3062,6.0,16.0,13.0,17.0,11.0
3063,6.0,14.0,21.0,17.0,4.0
3064,5.0,13.0,18.0,10.0,6.0
3065,6.0,8.0,17.0,9.0,9.0
3066,7.0,7.0,17.0,7.0,2.0
3067,7.0,7.0,4.0,7.0,1.0
3068,7.0,7.0,7.0,2.0,8.0
3069,5.0,9.0,7.0,4.0,5.0
